E_Name,Class,Direction,Time
E_15562,motorcycle,route_6,2255.8811871
E_15555,car,route_8,2257.1901171
E_15487,car,route_6,2257.4074997999996
E_15581,motorcycle,route_6,2258.7175715999997
E_15594,motorcycle,route_8,2259.9509223
E_15528,truck,route_6,2261.1787025999997
E_15643,truck,route_7,2279.8423350999997
E_15664,car,route_7,2286.7741659999997
E_15711,car,route_7,2287.2779579999997
E_15725,car,route_8,2292.834704
E_15735,car,route_7,2295.2168431
E_15771,motorcycle,route_7,2298.6097622999996
E_15791,motorcycle,route_7,2304.8822401999996
E_15818,motorcycle,route_6,2318.2301863999996
E_15819,motorcycle,route_6,2318.9550876
E_15823,motorcycle,route_6,2319.0997893
E_15800,car,route_6,2322.3524829999997
E_15861,car,route_6,2324.8143231999998
E_15855,car,route_8,2327.2132383
E_15935,motorcycle,route_7,2331.4218859
E_15974,car,route_7,2337.3171555999998
E_15999,car,route_6,2337.825171
E_15965,car,route_7,2343.7177091999997
E_16098,car,route_7,2345.9029148
E_16103,car,route_7,2346.2635314999998
E_16110,car,route_7,2346.6309794
E_16137,car,route_7,2351.516233
E_16180,car,route_6,2354.6470461
E_16178,car,route_7,2358.2103009999996
E_15915,car,route_6,2358.3556111
E_16250,motorcycle,route_7,2365.4807192999997
E_16329,car,route_7,2377.9124543999997
E_16639,car,route_7,2444.4677881
E_16767,car,route_7,2466.807797
E_16462,car,route_6,2477.6646592999996
E_16937,car,route_6,2480.2104901
E_16979,car,route_7,2488.2339285
E_17142,car,route_6,2511.3622511
E_17494,motorcycle,route_7,2539.5263868999996
E_17508,car,route_7,2542.5903000999997
E_17595,car,route_7,2555.3307035
E_17684,car,route_8,2587.4952504999997
E_18011,car,route_7,2589.607466
E_18014,car,route_7,2589.828752
E_18020,car,route_8,2590.5602835
E_17987,car,route_6,2594.0577544
E_18033,car,route_8,2595.0765015999996
E_18074,car,route_8,2596.2435916
E_18115,car,route_8,2597.7008704
E_18122,car,route_6,2598.6460678999997
E_18048,car,route_6,2598.8620689
E_18092,car,route_8,2599.5918404
E_18158,car,route_8,2601.8560402
E_18129,car,route_6,2603.9669879999997
E_18234,car,route_6,2605.5692722999997
E_18179,car,route_8,2606.0078592
E_18190,car,route_6,2607.2458257
E_18165,car,route_7,2607.4614721
E_18281,car,route_8,2607.9703086
E_18263,car,route_8,2609.7194452
E_18336,car,route_8,2611.6142935999997
E_18344,truck,route_8,2613.4372678
E_18185,car,route_6,2614.3095331
E_18359,car,route_7,2615.6116505
E_18395,truck,route_8,2617.4334867
E_18368,car,route_7,2619.5442166999997
E_18436,car,route_8,2621.000315
E_18465,car,route_7,2623.4034958999996
E_18482,car,route_8,2623.9846555
E_18518,car,route_8,2624.6417070999996
