N_Name,Class,Direction,Time
N_9806,truck,route_10,667.5942693
N_9812,truck,route_10,667.74211
N_9823,car,route_9,668.042693
N_9826,truck,route_10,668.0427387
N_9829,car,route_10,668.1916984999999
N_9856,car,route_10,668.9456928
N_9869,car,route_10,669.3928963999999
N_9896,motorcycle,route_9,670.138479
N_9941,car,route_9,671.4760713
N_9947,motorcycle,route_9,671.7739836
N_9766,car,route_9,671.9247363
N_9934,car,route_10,673.0426411999999
N_9958,car,route_10,674.0838036
N_10073,car,route_10,676.0179065
N_10087,car,route_10,676.908658
N_10111,car,route_10,677.5746778
N_9955,car,route_10,678.1716495
N_10137,car,route_10,678.6917671
N_9773,car,route_9,679.2856709
N_10075,car,route_10,681.2226052
N_10067,car,route_10,682.636887
N_10291,car,route_9,683.1627897999999
N_10295,car,route_10,683.1628509
N_10300,car,route_10,683.3112097
N_10301,truck,route_9,683.3852856999999
N_10305,car,route_10,683.4620155
N_10311,car,route_10,683.7581375999999
N_10326,truck,route_9,684.5079912
N_10340,truck,route_9,685.0277943
N_10245,car,route_9,687.7130510999999
N_10409,car,route_10,688.4585668999999
N_10304,truck,route_10,688.7571286
N_10430,car,route_10,689.0569287999999
N_10440,car,route_10,689.3535517
N_10450,car,route_10,689.6489048999999
N_10505,truck,route_10,691.4397192
N_10480,car,route_9,691.7367567
N_10539,car,route_10,692.6384810999999
N_10613,car,route_9,695.1749063999999
N_10644,motorcycle,route_11,695.845692
N_10446,car,route_10,696.0688832
N_10667,bus,route_9,696.2931768999999
N_10488,car,route_10,696.4409949
N_10675,car,route_9,698.238509
N_10497,car,route_10,699.5155920999999
N_10815,motorcycle,route_9,700.7844332
N_10826,motorcycle,route_9,701.0833205
N_10867,car,route_9,702.2040803
N_10878,car,route_10,702.4263116999999
N_10893,car,route_10,702.7232154
N_10709,car,route_10,703.1711083
N_10910,car,route_10,703.1711192
N_10578,car,route_9,703.3996892
N_10924,car,route_10,703.6223984999999
N_10937,car,route_10,704.0748381
N_10958,car,route_10,704.5219404999999
N_10964,car,route_10,704.7450150999999
N_10999,car,route_10,706.0134194
N_11001,truck,route_9,706.2394042
N_11019,car,route_10,706.6890275999999
