W_Name,Class,Direction,Time
W_4579,car,route_2,277.2322937
W_4608,car,route_2,278.3320451
W_4613,car,route_2,278.69695160000003
W_4646,car,route_2,281.4771331
W_4681,car,route_0,283.13729950000004
W_4694,car,route_0,284.0255622
W_4743,truck,route_2,293.5127431
W_4947,car,route_2,295.5050286
W_5015,car,route_0,301.0599196
W_5016,car,route_0,302.29119810000003
W_5099,car,route_0,308.20570560000004
W_5133,car,route_1,310.74150360000004
W_5135,car,route_0,310.9034073
W_5143,car,route_0,311.38294260000004
W_5144,car,route_0,311.5414531
W_5148,car,route_0,311.8591286
W_5151,car,route_0,312.496281
W_5170,car,route_0,314.8176591
W_5174,car,route_0,315.132085
W_5175,car,route_1,315.2150739
W_5204,truck,route_0,318.5320161
W_5210,truck,route_0,319.0440413
W_5213,truck,route_0,319.5525463
W_5224,car,route_0,320.5706839
W_5227,car,route_0,320.9986975
W_5234,car,route_0,321.5610965
W_5250,car,route_0,322.6007091
W_5256,car,route_0,323.0755085
W_5485,car,route_0,341.5008063
W_5490,car,route_0,341.7292734
W_5498,car,route_0,342.40068180000003
W_5617,car,route_0,348.8771004
W_5675,car,route_1,353.5815769
W_5689,car,route_0,354.8717955
W_5692,car,route_0,355.0988812
W_5696,car,route_0,355.2495664
W_5231,car,route_0,355.4762807
W_5718,car,route_0,356.92175510000004
W_5726,car,route_0,357.316887
W_5732,car,route_0,357.64216100000004
W_5698,car,route_0,360.04495890000004
W_5760,car,route_1,360.3693617
W_5710,car,route_1,365.0832619
W_5694,car,route_0,366.20877970000004
W_5875,motorcycle,route_0,366.52521010000004
W_5861,car,route_0,369.64035720000004
W_5800,car,route_0,370.8476733
W_5969,car,route_0,373.4157316
W_5974,car,route_1,373.9012652
W_5921,car,route_0,374.3022196
W_6060,motorcycle,route_1,378.5806483
W_6070,motorcycle,route_0,379.2352584
W_6079,motorcycle,route_1,379.8916117
W_6083,motorcycle,route_1,380.1849787
W_6089,motorcycle,route_1,380.4080056
W_6092,motorcycle,route_1,380.5563351
W_6093,motorcycle,route_0,380.7749759
W_6096,motorcycle,route_1,380.84787600000004
W_6050,car,route_1,383.92173
W_6165,motorcycle,route_0,386.0357862
W_6184,motorcycle,route_2,386.5461204
W_6246,motorcycle,route_0,395.0758811
W_6247,motorcycle,route_0,395.2213219
W_6285,motorcycle,route_0,402.88186440000004
W_6289,motorcycle,route_0,403.53925730000003
W_6286,motorcycle,route_0,403.61145650000003
W_6293,motorcycle,route_0,403.972439
W_6304,motorcycle,route_0,405.4352826
W_6307,motorcycle,route_0,405.58207070000003
W_6313,motorcycle,route_0,405.7261482
W_6355,motorcycle,route_1,409.1593935
W_6392,motorcycle,route_0,415.4934841
W_6394,motorcycle,route_0,415.7100545
W_6395,motorcycle,route_0,415.7100666
W_6397,motorcycle,route_0,415.9320313
W_6399,motorcycle,route_0,416.1479647
W_6401,motorcycle,route_0,416.2925254
W_6475,motorcycle,route_2,428.518911
W_6477,motorcycle,route_2,428.6637836
W_6478,motorcycle,route_0,428.8835343
W_6502,motorcycle,route_2,430.705107
W_6498,motorcycle,route_0,430.7767456
W_6499,motorcycle,route_0,430.92286870000004
W_6510,motorcycle,route_0,431.2150199
W_6531,motorcycle,route_0,433.5600983
W_6537,motorcycle,route_0,433.7785371
W_6542,motorcycle,route_1,434.2204109
W_6589,motorcycle,route_1,437.72544680000004
W_6600,motorcycle,route_0,438.1627594
W_6580,motorcycle,route_0,438.6799942
W_6698,motorcycle,route_0,446.8777882
W_6703,motorcycle,route_0,448.0507544
W_6716,motorcycle,route_0,449.1489889
W_6718,motorcycle,route_0,449.2950746
W_6776,motorcycle,route_0,453.2676745
W_6785,motorcycle,route_0,453.7081317
W_6787,motorcycle,route_0,453.8543684
W_6790,motorcycle,route_0,454.0746558
W_6792,motorcycle,route_0,454.5157315
W_6793,motorcycle,route_0,454.5157409
W_6801,motorcycle,route_0,455.2533091
W_6829,motorcycle,route_0,457.5294108
W_6850,motorcycle,route_0,457.8933101
W_6861,motorcycle,route_0,463.3236819
W_6930,motorcycle,route_2,463.32370050000003
W_6915,motorcycle,route_0,463.9094086
W_6955,motorcycle,route_0,465.4525924
W_6960,motorcycle,route_0,465.7482519
W_6977,motorcycle,route_0,467.5138973
W_6982,motorcycle,route_0,467.7357117
W_7034,motorcycle,route_0,472.07947060000004
W_7080,car,route_1,474.2950688
W_7082,motorcycle,route_0,474.37269510000004
W_7097,motorcycle,route_0,475.83596
W_7098,motorcycle,route_0,476.0017742
W_7102,car,route_1,476.09510850000004
W_7029,car,route_1,484.5049849
W_7251,car,route_0,484.65078700000004
W_7284,motorcycle,route_0,489.0631389
W_7325,motorcycle,route_0,489.72606440000004
W_7344,motorcycle,route_0,490.68145630000004
W_7309,motorcycle,route_0,491.3408721
W_7378,car,route_0,493.465386
W_7389,motorcycle,route_0,493.830121
W_7412,car,route_0,494.9310926
W_7442,motorcycle,route_0,496.25080990000004
W_7457,car,route_0,496.7673798
W_7460,car,route_0,496.9141454
W_7468,car,route_0,497.06147580000004
W_7478,car,route_0,497.5024819
W_7489,car,route_0,498.09799580000004
W_7507,car,route_0,498.9815247
W_7511,car,route_0,499.2748417
W_7519,car,route_0,499.7190746
W_7542,car,route_0,500.9674144
W_7580,motorcycle,route_0,505.0860161
W_7633,motorcycle,route_0,508.0180026
W_7636,motorcycle,route_0,508.3845824
W_7685,motorcycle,route_0,513.8640594999999
W_7686,motorcycle,route_0,513.9369522999999
W_7688,motorcycle,route_0,514.0828004
W_7691,motorcycle,route_0,514.3028750999999
W_7787,motorcycle,route_0,522.6499893
W_7797,motorcycle,route_1,523.0879567
W_7798,motorcycle,route_1,523.2326951
W_7813,motorcycle,route_1,524.0409773
W_7833,motorcycle,route_0,524.9240576
W_7834,motorcycle,route_1,525.0694433
W_7930,motorcycle,route_2,531.6723522
W_7965,motorcycle,route_1,534.0111998
W_8014,car,route_1,536.956056
W_8022,car,route_1,537.2490643
W_7912,bus,route_2,540.4756405999999
W_8074,truck,route_2,540.9966469999999
W_8076,bus,route_2,541.2164197999999
W_8139,car,route_0,545.2627282999999
W_8149,car,route_0,545.9303888999999
W_8157,car,route_0,546.295756
W_8165,car,route_2,547.0307154999999
W_8167,car,route_2,547.2494701999999
W_8175,car,route_2,548.0535057
W_8288,car,route_2,554.8101654
W_8294,car,route_2,555.1010875999999
W_8298,car,route_2,555.3221546999999
W_8492,car,route_1,570.9184212
W_8510,car,route_0,572.4617761999999
W_8525,car,route_1,573.1238311999999
W_8585,car,route_1,577.2685213999999
W_8593,car,route_1,577.9312325
W_8239,car,route_2,578.0092222999999
W_8596,car,route_1,578.1556101
W_8598,car,route_0,578.2295952
W_8607,car,route_1,578.5232986
W_8609,car,route_0,578.6715345
W_8632,car,route_1,580.5279164
W_8635,car,route_1,580.6751379
W_8642,car,route_1,581.1169259
W_8656,car,route_1,582.0761447
W_8657,car,route_1,582.1528738
W_8659,car,route_0,582.2270705
W_8654,car,route_1,582.300618
W_8664,car,route_1,582.4479541999999
W_8668,car,route_1,582.6691681
W_8670,car,route_0,582.8929334999999
W_8681,car,route_0,583.6321597
W_8683,car,route_0,583.8545386999999
W_8710,car,route_0,585.2524295999999
W_8716,car,route_0,585.5485769999999
W_8723,car,route_0,585.7691441
W_8724,car,route_0,585.9158587
W_8730,car,route_1,586.1344452
W_8732,car,route_1,586.2073482
W_8742,car,route_0,586.6468679999999
W_8749,car,route_0,587.6732360999999
W_8781,car,route_1,590.0958138999999
W_8795,car,route_2,591.3511102
W_8797,car,route_2,591.4980317
W_8800,car,route_2,591.7188691
W_8807,car,route_2,592.0160444999999
W_8814,car,route_2,592.4551058999999
W_8816,car,route_0,592.4551474
W_8826,car,route_0,593.4092627
W_8832,car,route_0,593.7006987
W_8834,car,route_0,593.8506136999999
W_8852,car,route_2,595.0243709
W_8877,car,route_1,596.6424495
W_8903,car,route_1,598.9902798999999
W_9140,car,route_0,614.109956
W_9145,car,route_0,614.2566822
W_9407,car,route_2,633.5490676
W_9461,car,route_0,637.0749126999999
W_9535,car,route_1,641.9180279999999
W_9766,car,route_1,655.8969711999999
W_9769,car,route_1,656.0435067999999
W_9772,car,route_0,656.1170513999999
W_9778,car,route_0,656.3416221
W_9783,car,route_0,656.4889688999999
W_9792,car,route_1,656.8561169999999
W_9821,car,route_0,658.7079486
W_9848,car,route_2,660.6291199
W_9862,car,route_2,660.9964574999999
W_9922,car,route_2,664.1791082999999
W_9991,car,route_0,666.7642012
W_9994,car,route_0,666.8377846999999
W_9961,car,route_2,667.0573185
W_10007,car,route_2,667.3509780999999
W_10015,car,route_0,667.7193727
W_10046,car,route_2,669.058309
W_10060,car,route_0,669.5013213
W_10064,car,route_2,669.794626
W_10130,car,route_0,673.1894658
W_10172,car,route_1,675.0396986999999
W_10177,car,route_1,675.3345142999999
W_10188,car,route_1,675.9248329
W_10208,car,route_1,676.8860834999999
W_10236,car,route_1,678.2068287
W_10257,car,route_1,678.8709296999999
W_10371,car,route_0,682.6244045999999
W_10428,car,route_1,685.2027985
W_10225,car,route_2,685.7158390999999
W_10453,car,route_1,685.9401115999999
W_10457,car,route_1,686.2365946
W_10481,car,route_1,687.1267547
W_10484,car,route_1,687.2738025
W_10504,car,route_1,688.2317234999999
W_10506,car,route_1,688.2317383
W_10510,car,route_1,688.4574868999999
W_10513,car,route_1,688.6048099999999
W_10515,car,route_1,688.7519578
W_10518,car,route_2,688.8986219
W_10548,car,route_1,690.2274132
W_10557,car,route_1,690.5214678
W_10572,car,route_1,690.9610193999999
W_10591,car,route_1,691.545758
W_10606,car,route_1,692.0594216
W_10621,car,route_1,692.6498262
W_10627,car,route_1,692.8725846
W_10684,car,route_1,696.2617045999999
W_10711,car,route_1,698.0278585
W_10719,car,route_1,698.5426499
W_10762,bus,route_2,701.0403938
W_10763,car,route_2,701.1863945
W_10768,bus,route_2,701.4830094
W_10808,bus,route_2,703.9813605999999
W_10814,truck,route_2,704.202149
W_10971,car,route_2,712.3118912
W_10988,car,route_2,713.0466891
W_10993,car,route_2,713.3420062
W_11039,car,route_1,714.7363243
W_11049,car,route_1,715.2521813999999
W_11065,car,route_1,715.8418757
W_11118,car,route_2,718.3320354
W_11135,truck,route_2,718.9152419
W_11147,truck,route_2,719.2069646
W_11163,truck,route_2,719.8618888
W_11281,car,route_1,723.8983387999999
W_11291,car,route_1,724.2684581999999
W_11304,car,route_1,724.8560795999999
W_11307,car,route_1,725.1503889999999
W_11309,car,route_0,725.224288
W_11319,car,route_1,725.7377687
W_11337,car,route_1,726.4669941
W_11348,car,route_0,726.8364998999999
W_11354,car,route_1,727.2064254999999
W_11361,car,route_1,727.6466495999999
W_11375,car,route_0,728.0157992
W_11373,bus,route_2,728.1623847999999
W_11414,bus,route_2,729.2693035
W_11468,bus,route_2,731.3913514999999
W_11477,bus,route_2,731.9802794
W_8357,car,route_0,733.0091927999999
W_11505,bus,route_2,733.3013252
W_11508,bus,route_2,733.8128921
W_11548,bus,route_2,735.6469826
W_11593,car,route_1,736.9662198999999
W_11799,car,route_0,743.0496301999999
W_11810,car,route_0,743.7066641
W_11534,car,route_0,746.4135795
W_11813,car,route_0,746.779038
W_12049,car,route_1,750.8763213
W_12074,car,route_0,751.4644982
W_12083,car,route_1,751.6877102999999
W_12103,car,route_1,752.1973534
W_11967,car,route_2,753.4498620999999
W_12198,car,route_0,754.3331036999999
W_12217,car,route_0,754.6256277
W_12223,car,route_1,754.6991787
W_12229,car,route_0,754.7732169
W_12270,motorcycle,route_0,755.3614938999999
W_12284,car,route_0,756.3911514
W_12320,car,route_1,756.5412157
W_12308,car,route_1,757.7196640999999
W_12402,car,route_0,758.6725889999999
W_12403,car,route_2,758.6726011999999
W_12442,car,route_0,759.844428
W_12476,car,route_1,761.5336884
W_12501,car,route_0,762.1254745
W_12503,motorcycle,route_0,762.4186556999999
W_12537,motorcycle,route_0,763.3035403
W_12560,motorcycle,route_0,763.5236418999999
W_12566,motorcycle,route_0,763.7432593999999
W_12571,motorcycle,route_0,763.8169434
W_12584,car,route_0,764.2597731
W_12655,car,route_2,766.6129781999999
W_12693,car,route_2,767.3461785
W_12611,truck,route_1,767.4949917
W_12734,car,route_2,768.2338987999999
W_12768,motorcycle,route_0,769.6367103
W_12788,motorcycle,route_0,770.2990067999999
W_12786,truck,route_2,770.5183400999999
W_12796,truck,route_2,771.1780322999999
W_12829,truck,route_2,771.5458927999999
W_12842,truck,route_2,771.8388232
W_12860,car,route_1,772.2871093
W_12773,car,route_0,773.8227274
W_12914,truck,route_2,773.8955550999999
W_12830,car,route_1,775.5907639
W_12664,car,route_2,777.3547686999999
W_13036,car,route_1,777.3547917
W_13051,car,route_1,777.7246213999999
W_13058,car,route_1,777.9428484
W_13059,car,route_2,777.9428598999999
W_13049,truck,route_2,778.236443
W_12937,car,route_1,778.4580013
W_13081,car,route_0,778.6769001
W_13090,motorcycle,route_0,778.8249513999999
W_13140,motorcycle,route_0,780.4549857999999
W_13015,car,route_1,780.8976309
W_13164,car,route_0,780.9706264
W_13209,motorcycle,route_0,783.0899387
W_13225,motorcycle,route_0,783.3099282999999
W_13226,car,route_2,783.4551789999999
W_13239,car,route_2,783.8238173999999
W_13244,motorcycle,route_0,783.9681399
W_13101,car,route_0,786.3084964999999
W_13378,motorcycle,route_0,788.6461385
W_13388,motorcycle,route_0,788.9447129
W_13392,motorcycle,route_0,789.0928904
W_13411,car,route_0,790.259778
W_13412,car,route_0,791.4271944
W_13437,motorcycle,route_0,791.9378154
W_13449,motorcycle,route_0,793.5457732
W_13489,motorcycle,route_0,794.9430341
W_13255,car,route_0,796.5597405999999
W_13564,motorcycle,route_0,800.3088491999999
W_13568,car,route_0,800.5294771
W_13574,motorcycle,route_0,800.8259615999999
W_13588,car,route_0,801.4831614
W_13590,motorcycle,route_0,801.6297367
W_13593,car,route_0,802.0010308
W_13478,car,route_0,802.2906380999999
W_13720,motorcycle,route_0,812.1827038
W_13728,motorcycle,route_0,812.4752669999999
W_13737,motorcycle,route_0,812.8394341
W_13658,bus,route_2,813.7874266
W_13804,motorcycle,route_0,817.2980878
W_13811,motorcycle,route_0,817.5891448
W_13853,motorcycle,route_0,821.9777855
W_13808,car,route_0,823.591021
W_13932,motorcycle,route_0,825.4825573999999
W_13940,motorcycle,route_0,825.996125
W_13979,car,route_2,828.275632
W_13994,motorcycle,route_1,829.4561865
W_13770,car,route_0,830.2710234
W_14129,car,route_0,837.022339
W_14162,car,route_0,837.3177086
W_14164,car,route_0,837.3948287999999
W_14170,motorcycle,route_0,837.6163015
W_14171,car,route_0,837.6163212
W_14180,car,route_0,838.0594292
W_14186,car,route_0,838.2075391999999
W_14085,car,route_1,840.5462451
W_14283,car,route_0,841.5563095
W_14289,car,route_0,841.8573101999999
W_14295,car,route_0,842.0084979999999
W_14318,car,route_0,842.753338
W_14165,car,route_0,843.5651551999999
W_14339,car,route_0,843.8581845
W_14201,car,route_0,845.4197595999999
W_14384,car,route_0,846.0197896
W_14453,car,route_0,849.3439023
W_14476,car,route_0,849.7136373
W_14477,car,route_0,849.7873187
W_14485,car,route_0,850.0814487
W_14488,car,route_0,850.2288510999999
W_14490,car,route_0,850.375089
W_14498,car,route_0,850.668861
W_14509,car,route_0,850.8902433
W_14515,car,route_0,851.0389415999999
W_14524,car,route_0,851.3358625999999
W_14532,car,route_0,851.704258
W_14635,car,route_2,858.2781554999999
W_14671,car,route_2,860.1246904
W_14732,car,route_0,863.929547
W_14738,car,route_0,864.2250113
W_14745,car,route_0,864.5184949999999
W_14759,car,route_0,865.3277343
W_14765,car,route_2,865.5459844999999
W_14776,car,route_2,865.921156
W_14780,car,route_2,866.2872033
W_14813,car,route_2,868.5028159
W_14862,car,route_0,870.1299405
W_14864,car,route_2,870.2756883999999
W_14872,car,route_2,870.4232672999999
W_14905,car,route_2,872.1189317
W_15040,motorcycle,route_1,878.0808966999999
W_15042,motorcycle,route_1,878.2275328
W_15048,car,route_1,878.5254775999999
W_15054,car,route_1,879.0412434
W_15070,car,route_2,881.0947567999999
W_15101,car,route_0,884.4138310999999
W_15115,car,route_0,885.0833207999999
W_15137,car,route_0,886.4802215
W_14914,car,route_0,886.6995595
W_15056,bus,route_2,893.175751
W_15364,car,route_0,900.1712566
W_15161,car,route_0,900.5410032999999
W_15423,car,route_1,903.1378318
W_15425,car,route_1,903.287152
W_15602,car,route_2,910.5773297
W_15612,car,route_0,910.8772408
W_15617,car,route_0,911.2480757999999
W_15622,car,route_2,911.6922723
W_15669,car,route_0,912.9520332
W_15775,car,route_0,916.4511709999999
W_15829,car,route_0,918.3200916
W_15844,car,route_0,918.9337104
W_15463,car,route_0,920.4522565999999
W_15876,car,route_0,921.2721071999999
W_15885,car,route_0,921.6619890999999
W_15889,car,route_0,921.9617761
W_15917,car,route_0,923.7498506999999
W_15964,truck,route_0,926.733576
W_16000,truck,route_0,927.6256129999999
W_15960,car,route_0,928.7322511
W_16040,car,route_2,930.2218555
W_16082,car,route_1,931.9326933
W_16129,car,route_2,933.8686653999999
W_16172,car,route_0,936.0228439
W_16212,car,route_0,937.4363668
W_16251,car,route_2,940.9045641
W_16308,car,route_2,941.7906621999999
W_16328,car,route_2,942.8313575999999
W_16383,car,route_1,945.0513317
W_16386,car,route_1,945.2755065
W_16416,car,route_2,948.5452931
W_16534,car,route_0,955.9654869999999
W_16690,car,route_2,963.1279562
W_16697,car,route_2,963.7219741
W_16614,car,route_2,964.6145541999999
W_16807,car,route_2,971.1376574999999
W_16815,car,route_2,971.5052913999999
W_16857,car,route_2,974.0960272
W_17034,car,route_2,984.2968268999999
W_17051,car,route_2,985.1820114999999
W_17092,truck,route_2,987.0237099999999
W_17098,car,route_2,987.3919828999999
W_17233,car,route_2,997.4948999
W_17397,car,route_0,1006.0690162999999
W_17492,car,route_2,1009.4493302999999
W_17496,car,route_2,1009.6683184
W_17500,car,route_2,1009.8894619
W_17536,car,route_0,1011.5792652
W_17561,car,route_0,1013.4860355
W_17590,car,route_0,1014.3655041
W_17599,car,route_0,1014.8033727
W_17624,car,route_2,1016.3398738999999
W_17632,car,route_2,1016.925398
W_17636,car,route_2,1017.0728260999999
W_17799,car,route_2,1022.9451009
W_17808,car,route_2,1023.3187752999999
W_17812,car,route_2,1023.5381948999999
W_17817,car,route_2,1023.9791491
W_17824,car,route_2,1024.2729784
W_17954,car,route_2,1030.0115311000002
W_17968,car,route_2,1030.2334546000002
W_17976,car,route_2,1030.5345379
W_17984,car,route_2,1030.8297963
W_18020,car,route_2,1032.9731133
W_18037,car,route_0,1034.1524352000001
W_18057,bus,route_2,1037.5419893
W_18110,bus,route_2,1038.2819954000001
W_18339,car,route_0,1050.9308726000002
W_18368,car,route_2,1052.8386024000001
W_18427,truck,route_2,1053.94156
W_18448,bus,route_2,1054.7538412000001
W_18667,car,route_2,1064.1424463
W_18790,car,route_2,1069.9469004
W_18913,car,route_2,1076.8610634000001
W_18916,car,route_2,1077.0813793
W_18931,car,route_2,1077.6677963
W_18969,car,route_0,1090.8764023
W_19334,car,route_0,1098.8093773
W_19387,car,route_2,1101.5364419
W_19433,car,route_2,1103.0123804
W_19573,bus,route_2,1114.9664973000001
W_20238,car,route_0,1129.0309231
W_20261,truck,route_0,1129.54746
W_20271,car,route_0,1129.8397955
W_20201,car,route_0,1132.8429147000002
W_20028,truck,route_2,1133.1355589
W_20507,car,route_1,1137.1750504000001
W_20481,car,route_1,1137.2483906
W_20518,car,route_1,1137.6149614
W_20534,truck,route_2,1138.1371747
W_20547,car,route_1,1138.5036334000001
W_20596,car,route_0,1139.6839103
W_20605,car,route_0,1139.9836320000002
W_20629,car,route_0,1140.7928855
W_20677,car,route_0,1141.7506843
W_20699,car,route_0,1142.2738744
W_20708,car,route_0,1142.6394787000002
W_20792,car,route_0,1146.2552841000002
W_20758,car,route_1,1147.2832103
W_20925,car,route_0,1151.6126224
W_21014,car,route_1,1152.7963159
W_21028,car,route_1,1153.2364792
W_20589,car,route_2,1153.5293889000002
W_20781,car,route_0,1155.2204345
W_21090,car,route_0,1155.295076
W_21097,car,route_0,1155.5159037
W_21114,car,route_0,1156.0302394
W_21124,car,route_0,1156.3252983
W_21150,car,route_0,1157.2848796
W_21159,car,route_0,1157.5780889
W_21160,car,route_0,1157.5781098
W_21165,car,route_0,1157.7260501
W_21167,car,route_0,1157.7260865
W_21173,car,route_0,1157.9464870000002
W_21179,car,route_0,1158.0926867
W_21184,car,route_0,1158.3111430000001
W_21200,car,route_0,1158.8945786000002
W_21215,car,route_0,1159.7007816
W_21219,car,route_0,1159.9954313
W_21178,car,route_0,1161.1038339000002
W_21275,car,route_2,1161.9195818
W_21278,car,route_0,1162.1403135
W_21304,car,route_2,1162.8755986
W_21181,car,route_0,1164.2006748000001
W_21003,car,route_1,1164.7172499
W_21434,car,route_0,1166.4834219000002
W_21437,car,route_0,1166.6310988
W_21433,car,route_0,1166.7057790000001
