Name,Class,Direction,Time

E_1,truck,route_8,5.061390599999999

E_36,car,route_6,7.1504802000000005

E_72,truck,route_7,8.1986321

E_11,truck,route_8,8.5214672

E_56,car,route_6,10.0600864

E_129,motorcycle,route_7,10.3892094

E_142,motorcycle,route_7,10.7103379

E_145,truck,route_8,12.089353399999998

E_179,truck,route_8,12.437148299999999

E_134,bus,route_6,14.139678000000002

E_197,car,route_8,16.662686899999997

E_184,truck,route_6,17.187410800000002

E_255,truck,route_8,20.2896287

E_335,car,route_8,22.169362399999997

E_333,truck,route_6,22.619464999999998

E_354,truck,route_7,23.1542114

E_371,truck,route_7,23.307742599999997

E_406,car,route_6,24.260512

E_372,car,route_6,25.2076985

E_445,motorcycle,route_7,25.6444378

E_453,motorcycle,route_6,26.019514800000003

E_528,bus,route_6,30.680188100000002

E_604,car,route_6,33.7526315

E_590,truck,route_8,34.635052300000005

E_646,car,route_8,37.0859694

E_687,car,route_6,39.9570651

E_708,truck,route_8,42.5533858

E_705,bus,route_7,43.5994637

E_769,car,route_6,45.4930882

E_778,car,route_6,46.1646094

E_780,car,route_6,46.2386025

E_785,car,route_8,46.3117487

E_794,car,route_8,46.8997029

E_849,car,route_7,50.0589904

E_953,bus,route_7,56.8256336

E_1318,truck,route_6,101.16762489999999

E_1426,car,route_6,110.7987744

E_1457,car,route_7,113.7578403

E_1578,car,route_7,121.78823209999999

E_1590,car,route_7,122.2284913

E_1616,bus,route_7,123.4735504

E_1621,bus,route_7,123.7660668

E_1647,car,route_7,124.5775979

E_1785,bus,route_7,134.0444345

E_2004,motorcycle,route_7,145.40654759999998

E_2066,truck,route_6,147.6876589

E_2064,bus,route_7,150.1790004

E_2163,car,route_6,154.59076629999998

E_2250,bus,route_7,159.0717924

E_2246,truck,route_6,159.2187619

E_2263,truck,route_7,159.8796782

E_2360,car,route_6,165.1505804

E_2436,bus,route_7,173.58256989999998

E_2468,car,route_7,173.72918769999998

E_2495,car,route_8,175.9229217

E_2522,car,route_6,177.1670756

E_2574,truck,route_6,180.6790411

E_2616,car,route_6,186.5255802

E_2732,motorcycle,route_7,192.6765284

E_2872,car,route_6,199.0571904

E_2890,car,route_8,199.9603241

E_2996,car,route_8,207.8466693

E_3117,car,route_8,215.9348576

E_3341,motorcycle,route_7,237.8840231

E_3534,car,route_6,248.2965781

E_3732,motorcycle,route_7,262.49617140000004

E_3744,motorcycle,route_7,262.7146875

E_3928,motorcycle,route_7,273.3541424

E_4036,motorcycle,route_7,278.1343183

E_4096,motorcycle,route_7,280.3819002

E_4121,motorcycle,route_7,281.3187858

E_4240,motorcycle,route_7,286.79866100000004

E_4418,motorcycle,route_7,296.582537

E_4486,car,route_8,299.0635891

E_4508,car,route_8,299.79377850000003

E_4607,motorcycle,route_6,304.33645260000003

E_4609,motorcycle,route_6,304.62835900000005

E_4705,motorcycle,route_7,309.60987500000005

E_4915,car,route_7,319.68504490000004

E_5056,car,route_8,326.1037304

E_5064,car,route_6,326.3932055

E_5072,motorcycle,route_7,326.83256070000004

E_5426,car,route_8,342.29221590000003

E_5364,truck,route_8,345.4299153

E_5640,car,route_6,348.7166346

E_5553,truck,route_6,348.93467890000005

E_5696,bus,route_7,350.76100410000004

E_5704,truck,route_7,351.0518141

E_5684,car,route_6,352.6599934

E_5727,car,route_6,352.66002480000003

E_5662,car,route_8,352.8048182

E_5763,car,route_7,353.4674043

E_5796,car,route_7,354.1999745

E_5824,car,route_6,354.93023880000004

E_5849,car,route_6,356.03544300000004

E_5788,truck,route_6,356.1810725

E_5842,car,route_8,357.4964332

E_5933,car,route_6,360.35436660000005

E_5964,truck,route_8,360.35437950000005

E_5990,truck,route_8,362.69164090000004

E_6084,car,route_6,364.1487927

E_6111,bus,route_6,365.6172811

E_6122,car,route_7,365.7622337

E_6141,motorcycle,route_7,366.71125950000004

E_6177,car,route_8,368.6908204

E_6121,car,route_6,368.9116111

E_6211,car,route_7,370.37204760000003

E_6264,car,route_8,371.3937993

E_6293,car,route_6,372.1248997

E_6249,car,route_6,372.2705024

E_6301,car,route_7,372.2705391

E_6350,car,route_7,374.61513340000005

E_6353,car,route_6,374.8349633

E_6311,car,route_8,375.1320582

E_6378,car,route_6,376.15793030000003

E_6268,car,route_6,377.32686240000004

E_6444,car,route_6,378.20815580000004

E_6457,car,route_6,378.50187600000004

E_6417,car,route_8,380.26354200000003

E_6446,truck,route_7,380.26356230000005

E_6514,car,route_8,381.1348932

E_6535,car,route_8,382.0108811

E_6620,bus,route_6,386.7594874

E_6569,bus,route_8,386.90456950000004

E_6648,bus,route_6,387.7069238

E_6665,truck,route_8,389.381181

E_6683,car,route_6,389.8917179

E_6715,car,route_8,390.9136029

E_6713,car,route_6,390.91361850000004

E_6726,car,route_8,391.27899160000004

