Name,Class,Direction,Time
E_8491,car,route_7,541.4026896

E_8472,car,route_6,542.0566554

E_8575,car,route_8,543.8097043

E_8611,car,route_8,544.0995923

E_8619,motorcycle,route_6,544.3968868

E_8639,car,route_8,545.0511678

E_8625,car,route_8,547.8195986

E_8720,bus,route_6,548.0379843

E_8786,truck,route_6,551.0955748

E_8815,car,route_6,552.4037147

E_8797,truck,route_8,552.6203998

E_8821,bus,route_8,552.7641541

E_8888,bus,route_7,556.2467871

E_8870,bus,route_8,557.3384115

E_8910,car,route_6,557.338429

E_8914,car,route_7,557.4101988

E_8915,bus,route_6,557.5523984

E_8976,car,route_7,560.3889775

E_8975,truck,route_8,561.7710723

E_8999,bus,route_6,562.2807633

E_9037,car,route_7,563.150019

E_9073,car,route_8,565.0499938

E_9079,truck,route_6,565.5010011

E_9138,truck,route_7,566.6278037

E_9164,car,route_6,570.1405413

E_9245,car,route_6,572.9131827

E_9279,car,route_6,576.1920122

E_9323,car,route_6,576.3368512

E_9342,car,route_6,576.9958736

E_9359,car,route_8,577.9452795

E_9360,truck,route_6,578.2386142

E_9395,truck,route_6,581.5165011

E_9416,motorcycle,route_8,582.3160805

E_9433,truck,route_7,583.9186429

E_9436,truck,route_7,583.9905019

E_9435,truck,route_8,584.359076

E_9473,motorcycle,route_6,586.0366549

E_9495,motorcycle,route_6,586.6946318

E_9524,car,route_6,589.8255846

E_9511,truck,route_8,589.8989501

E_9541,car,route_6,589.9715911

E_9650,car,route_6,598.4454775

E_9610,bus,route_8,599.1787008

E_9856,truck,route_7,613.5962112

E_9860,car,route_6,615.8681808

E_9909,motorcycle,route_7,618.5792019

E_10073,car,route_6,628.4700062000001

E_10106,truck,route_6,631.1721436

E_10387,car,route_7,654.5265966

E_10390,car,route_7,654.8897964

E_10388,truck,route_6,657.0912141

E_10439,bus,route_6,660.0853294

E_10530,car,route_7,667.0329597

E_10531,car,route_7,667.1785079

E_10588,car,route_7,673.1608568

E_10506,bus,route_6,673.3056826

E_10623,motorcycle,route_7,675.2675843

E_10857,car,route_7,693.7414579

E_10873,car,route_7,693.9609019

