W_Name,Class,Direction,Time
W_5754,motorcycle,route_0,591.8983314
W_5786,motorcycle,route_0,595.3920092
W_5788,motorcycle,route_0,595.535661
W_5790,motorcycle,route_0,595.6818648999999
W_5814,motorcycle,route_0,599.6107783
W_5829,motorcycle,route_2,599.6828333999999
W_5830,motorcycle,route_2,599.8295642999999
W_5831,motorcycle,route_0,599.8295741
W_5868,motorcycle,route_0,602.9706163999999
W_5872,motorcycle,route_0,603.3323690999999
W_5867,motorcycle,route_0,603.8470041999999
W_5906,motorcycle,route_0,605.2333292
W_5955,motorcycle,route_2,607.3432114
W_5992,motorcycle,route_0,610.4705836999999
W_5998,motorcycle,route_0,610.9827889999999
W_6000,motorcycle,route_0,611.4955957999999
W_6003,motorcycle,route_0,611.7139110999999
W_6005,motorcycle,route_0,612.0064597999999
W_6008,motorcycle,route_0,612.4422208999999
W_6080,motorcycle,route_0,618.6951670999999
W_6084,motorcycle,route_0,618.9133006999999
W_6088,motorcycle,route_0,619.2777352999999
W_6114,motorcycle,route_0,621.1725892999999
W_6127,motorcycle,route_0,622.1250768
W_6128,motorcycle,route_1,623.7970227
W_6171,motorcycle,route_0,628.2588208999999
W_6238,motorcycle,route_1,631.2509816999999
W_6203,bus,route_2,631.3234708
W_6248,motorcycle,route_1,631.7644598999999
W_6262,motorcycle,route_0,632.3473402
W_6275,motorcycle,route_1,633.4430559
W_6280,motorcycle,route_1,633.9541499999999
W_6307,motorcycle,route_0,638.3200968
W_6308,motorcycle,route_0,638.611286
W_6354,motorcycle,route_0,644.3663230999999
W_6361,motorcycle,route_0,645.3810252999999
W_6362,motorcycle,route_0,645.4533973
W_6364,motorcycle,route_0,645.6731835999999
W_6385,motorcycle,route_0,648.6566686
W_6426,car,route_0,654.1224073
W_6440,car,route_0,656.9504753
W_6446,car,route_0,658.2635439
W_6390,car,route_2,660.7370487
W_6499,car,route_0,669.6921640999999
W_6555,car,route_0,676.6111396
W_6559,car,route_0,677.4102969999999
W_6563,car,route_0,677.9878467
W_6667,car,route_0,696.1916233
W_6697,car,route_0,700.7806863999999
W_6699,car,route_0,701.0729614999999
W_6707,car,route_0,701.6582347
W_6813,motorcycle,route_1,710.1914542999999
W_6844,motorcycle,route_1,712.158643
W_6847,motorcycle,route_1,712.3029343999999
W_6853,car,route_0,712.5223856
W_6856,car,route_0,712.8156266999999
W_6862,car,route_0,713.2520887999999
W_6903,motorcycle,route_1,716.5300669999999
W_6910,car,route_1,716.8931599
W_6897,car,route_0,728.1267305
W_7016,car,route_2,728.2721336999999
W_7167,motorcycle,route_1,736.0903694
W_7207,motorcycle,route_2,737.4798404999999
W_7218,motorcycle,route_2,737.7759785999999
W_7330,car,route_0,745.6070047
W_7418,motorcycle,route_0,745.7524622999999
W_7427,motorcycle,route_1,746.4842041999999
W_7429,motorcycle,route_1,746.9196598
W_7454,car,route_0,750.7029057999999
W_7495,motorcycle,route_0,755.7102901999999
W_7497,motorcycle,route_0,756.5786989999999
W_7498,motorcycle,route_0,756.7945962
W_7515,motorcycle,route_0,759.8454757
W_7519,motorcycle,route_0,760.1364579
W_7528,motorcycle,route_0,762.9641388
W_7530,motorcycle,route_0,763.2573999
W_7532,motorcycle,route_0,763.6910793
W_7553,motorcycle,route_1,766.305314
W_7558,motorcycle,route_0,766.8159532
W_7560,motorcycle,route_0,766.9596236
W_7585,motorcycle,route_0,773.2752462
W_7586,motorcycle,route_0,773.5659935
W_7645,motorcycle,route_0,828.8911202999999
W_7651,motorcycle,route_0,831.1476475
W_7684,motorcycle,route_0,837.5494008
W_7769,motorcycle,route_0,846.7121989999999
W_7759,motorcycle,route_0,847.0770547999999
W_7773,motorcycle,route_0,847.2986853
W_7766,motorcycle,route_0,847.7343517999999
W_7784,motorcycle,route_0,848.6135671999999
W_7780,motorcycle,route_1,848.9768346999999
W_7846,motorcycle,route_0,863.0938811999999
W_7873,motorcycle,route_0,866.0655985
W_7876,motorcycle,route_0,866.2151558999999
W_7877,motorcycle,route_0,866.3594369
W_7883,motorcycle,route_0,867.0145607
W_7902,motorcycle,route_2,868.7640257999999
W_7909,motorcycle,route_1,869.7852488
W_7933,motorcycle,route_0,872.5443333
W_7942,motorcycle,route_1,873.2021536
W_7962,motorcycle,route_0,875.9667628999999
W_7986,motorcycle,route_0,877.2019290999999
W_7991,motorcycle,route_0,877.9286295999999
W_8002,motorcycle,route_0,879.9622073999999
W_8003,motorcycle,route_0,880.1791314
W_8005,motorcycle,route_0,880.3986547999999
W_8029,motorcycle,route_1,881.7049561
W_8031,motorcycle,route_0,882.2165157999999
W_8033,motorcycle,route_1,882.3622075999999
W_8034,motorcycle,route_2,882.6553374
W_8036,motorcycle,route_0,883.6043645999999
W_8055,motorcycle,route_0,883.6043751999999
W_8063,motorcycle,route_2,884.1128562
W_8068,motorcycle,route_0,884.5562627999999
W_8064,motorcycle,route_0,884.8461069
W_8159,motorcycle,route_0,889.5955074
W_8208,motorcycle,route_0,892.6556890999999
W_8214,motorcycle,route_0,892.8719606999999
W_8228,motorcycle,route_0,893.9669849999999
W_8230,motorcycle,route_0,894.1837277999999
W_8234,motorcycle,route_0,894.4736108
W_8314,motorcycle,route_0,899.0688091999999
W_8318,motorcycle,route_0,899.2862203999999
W_8324,motorcycle,route_0,900.3142455
W_8342,motorcycle,route_2,900.7528636
W_8309,car,route_0,903.4491645999999
W_8426,motorcycle,route_0,906.2165609
W_8429,motorcycle,route_0,906.2897293
W_8436,motorcycle,route_0,906.6592956
W_8428,motorcycle,route_1,907.1680308
W_8520,motorcycle,route_0,911.7580436
W_8525,motorcycle,route_0,911.9029720999999
W_8549,motorcycle,route_0,913.0704963999999
W_8553,motorcycle,route_0,913.2160832999999
W_8527,motorcycle,route_0,913.4339613999999
W_8591,motorcycle,route_0,914.7474907999999
W_8614,motorcycle,route_0,915.9146929999999
W_8622,motorcycle,route_0,916.2046186
W_8644,motorcycle,route_0,918.6066047999999
W_8690,motorcycle,route_2,921.0104140999999
W_8672,motorcycle,route_0,921.2989791
W_8705,motorcycle,route_1,921.8820542
W_8712,motorcycle,route_1,922.3149526
W_8723,motorcycle,route_0,922.8990815
W_8730,motorcycle,route_0,923.1217385
W_8759,motorcycle,route_0,924.2134659999999
W_8764,motorcycle,route_0,924.4314188
W_8749,motorcycle,route_1,927.7023855
W_8829,motorcycle,route_1,928.5048948
W_8839,motorcycle,route_0,928.7985626
W_8849,motorcycle,route_0,929.1616891
W_8852,motorcycle,route_0,929.3069327999999
W_8863,motorcycle,route_1,930.1109682
W_8867,motorcycle,route_1,930.4769299
W_8864,motorcycle,route_0,930.6951111
W_8874,motorcycle,route_0,930.8394916999999
W_8881,motorcycle,route_0,931.0597047
W_8860,motorcycle,route_0,932.2246762
W_8899,motorcycle,route_0,932.8813134999999
W_8923,motorcycle,route_0,934.4045157999999
W_8994,motorcycle,route_1,937.9725334
W_9001,motorcycle,route_1,938.1904356
W_9022,motorcycle,route_0,939.2080106999999
W_9004,motorcycle,route_0,939.4245204
W_9065,motorcycle,route_0,943.0688048
W_9021,car,route_0,944.5946227999999
W_9104,motorcycle,route_0,948.6727123999999
W_9106,motorcycle,route_0,949.1786813
W_9122,car,route_0,953.9847926
W_9181,car,route_0,956.6770634999999
W_9183,motorcycle,route_0,956.7492287
W_9191,car,route_0,957.4061155999999
W_9192,motorcycle,route_0,958.2764817999999
W_9213,motorcycle,route_0,959.0072153
W_9246,motorcycle,route_0,960.6757997999999
W_9240,car,route_0,961.9890908
W_9269,car,route_0,962.4252776999999
W_9285,car,route_0,963.5159404999999
W_9294,car,route_2,964.1666449999999
W_9301,motorcycle,route_0,964.9686446
W_9303,car,route_2,965.1867732
W_9129,car,route_1,965.1867844
W_9312,truck,route_2,965.9890012999999
W_9330,car,route_0,967.5231679
W_9227,car,route_0,968.6957726999999
W_9278,car,route_0,972.2798118
W_9374,car,route_1,972.3524848999999
W_9390,car,route_1,973.6686404
W_9393,car,route_1,973.8890491
W_9403,car,route_1,974.6234311999999
W_9319,car,route_0,975.2050134
W_9416,car,route_0,981.5549037999999
W_9533,car,route_0,990.7429539
W_9685,motorcycle,route_2,1008.5384204999999
W_9687,car,route_0,1008.6851117
W_9702,car,route_0,1010.0626699999999
W_9754,car,route_0,1015.3019132
W_9790,car,route_0,1019.7514851
W_9791,car,route_0,1019.8958812
W_9794,car,route_0,1020.1873069999999
W_9796,car,route_0,1020.4053101
W_9826,car,route_1,1026.6689955
W_9856,motorcycle,route_0,1032.3531716
W_9895,motorcycle,route_0,1037.8297576
W_9910,motorcycle,route_0,1038.1221180999999
W_9913,motorcycle,route_0,1038.2687308
W_10147,motorcycle,route_0,1045.4452224
W_10175,car,route_0,1046.6194758
W_10176,car,route_0,1046.7671883
W_10187,car,route_0,1047.0592704
W_10230,car,route_1,1048.4485091
W_10248,motorcycle,route_2,1048.9670846
W_10183,car,route_0,1051.0216987
W_10305,motorcycle,route_0,1051.1685353999999
W_10320,car,route_1,1051.8295706
W_10298,car,route_1,1052.2001086999999
W_10335,car,route_1,1052.4216882
W_10329,car,route_1,1056.3031637
W_10116,car,route_0,1057.546452
W_10475,car,route_0,1059.0843556
W_10476,car,route_0,1059.2305646
W_10487,car,route_0,1059.4492747
W_10494,car,route_0,1059.6682197999999
W_10543,motorcycle,route_0,1062.0099756
W_10545,motorcycle,route_0,1062.1548945
W_10550,motorcycle,route_0,1062.5179609
W_10577,motorcycle,route_0,1063.6890795
W_10579,motorcycle,route_0,1063.8340428
W_10583,motorcycle,route_0,1063.9835222
W_10149,car,route_1,1064.5691701
W_10632,motorcycle,route_0,1066.2455501
W_10643,car,route_1,1066.7572629
W_10649,motorcycle,route_0,1067.7806980999999
W_10699,motorcycle,route_0,1070.6199479
W_10617,car,route_0,1073.0316781
W_10726,motorcycle,route_0,1073.6115168
W_10778,motorcycle,route_0,1079.382182
W_10781,motorcycle,route_0,1079.5273416999999
W_10806,motorcycle,route_0,1081.4920935
W_10810,motorcycle,route_0,1081.712881
W_10843,motorcycle,route_0,1084.1203119
W_10850,motorcycle,route_1,1084.7027919
W_10856,truck,route_0,1086.2363907
W_10859,motorcycle,route_0,1086.6738189999999
W_10878,motorcycle,route_0,1088.0580509
W_10805,car,route_0,1088.4210192
W_10920,motorcycle,route_0,1093.8220771
W_10929,motorcycle,route_0,1094.1873566
W_10940,motorcycle,route_0,1095.0603383
W_10825,car,route_1,1095.645926
W_10954,car,route_0,1096.1536345
W_10969,car,route_0,1096.8864882999999
W_10973,truck,route_0,1097.1816432
W_10975,bus,route_2,1098.2037065
W_10955,bus,route_2,1101.9180835
W_10992,car,route_1,1103.8911624
W_11045,motorcycle,route_0,1104.9166119
W_11057,motorcycle,route_0,1105.7181982
W_11066,motorcycle,route_0,1106.302351
W_11069,motorcycle,route_0,1106.446588
W_11070,motorcycle,route_0,1106.5218
W_11034,car,route_0,1109.3766109
W_10944,car,route_0,1109.5224448
W_11092,car,route_0,1109.8857068
W_11115,motorcycle,route_0,1111.6439171
W_11167,motorcycle,route_1,1115.1492232
W_11186,motorcycle,route_0,1116.7558864999999
W_11211,motorcycle,route_0,1119.0238471
W_11255,car,route_0,1121.656139
W_11259,car,route_0,1121.8015567
W_11225,bus,route_2,1123.9284682
W_11268,motorcycle,route_0,1124.0743533
W_11327,motorcycle,route_0,1128.8993739
W_11328,motorcycle,route_0,1128.8993853
W_11331,motorcycle,route_0,1129.2674362999999
W_11448,motorcycle,route_0,1140.0793141
W_11453,motorcycle,route_0,1140.2973775
W_11471,motorcycle,route_0,1141.6138204
W_11558,motorcycle,route_1,1153.5324758
W_11559,motorcycle,route_1,1153.6776728
W_11475,car,route_0,1153.966654
W_11566,motorcycle,route_1,1154.260029
W_11472,car,route_0,1155.3517230999998
W_11582,motorcycle,route_0,1156.3045475
W_11584,motorcycle,route_2,1156.3778848
W_11589,motorcycle,route_0,1156.5994318
W_11604,car,route_0,1157.7688759999999
W_11607,car,route_0,1157.9892879
W_11611,car,route_0,1158.3528214
W_11658,motorcycle,route_1,1161.3534927
W_11663,motorcycle,route_1,1161.6457054
W_11665,motorcycle,route_0,1161.7915673999998
W_11669,motorcycle,route_1,1161.8650668999999
W_11678,motorcycle,route_0,1162.1582472999999
W_11635,car,route_0,1164.3510797
W_11605,car,route_0,1167.0519748
W_11714,car,route_2,1167.1248437
W_11720,motorcycle,route_0,1167.7838857
W_11757,motorcycle,route_0,1172.9724305
W_11794,motorcycle,route_0,1175.5314591
W_11811,motorcycle,route_1,1176.4100494
W_11824,motorcycle,route_0,1177.2159950999999
W_11829,motorcycle,route_0,1177.4340943
W_11944,motorcycle,route_0,1183.5118661
W_11946,motorcycle,route_0,1183.8777806
W_11947,motorcycle,route_0,1183.9520585
W_11950,motorcycle,route_0,1184.0999732
W_11953,motorcycle,route_0,1184.3238308999998
W_12003,car,route_1,1188.7133351999998
W_12008,car,route_1,1188.9344012
W_11941,car,route_0,1189.3728001
W_12088,motorcycle,route_2,1193.0414174999999
W_11879,car,route_0,1193.1139977999999
W_12105,car,route_0,1195.0911472999999
W_12108,car,route_0,1195.455904
W_12173,motorcycle,route_0,1200.5080735
W_12179,car,route_0,1200.7271325
W_12183,motorcycle,route_0,1201.0205865
W_12216,motorcycle,route_1,1203.4386482
W_12222,motorcycle,route_1,1204.0259678999998
W_12233,car,route_1,1204.4708381
W_12243,car,route_1,1205.3495774
W_12212,bus,route_2,1209.0936677
W_12311,car,route_0,1211.8702149
W_12337,car,route_0,1212.7542283
W_12342,car,route_0,1213.1921677999999
W_12356,car,route_0,1215.391926
W_12359,car,route_0,1215.6820516
W_12372,car,route_0,1216.9230966999999
W_12382,car,route_0,1217.6633276999999
W_12310,car,route_0,1218.4768732
W_12439,car,route_2,1228.2282591
W_12440,car,route_2,1229.1065572
W_12443,truck,route_2,1229.3990360999999
W_12445,truck,route_2,1229.6916118
W_12453,truck,route_2,1230.4289575999999
W_12467,truck,route_2,1231.8208422999999
W_12481,motorcycle,route_0,1232.7752097
W_12486,motorcycle,route_0,1233.0689257
W_12488,motorcycle,route_0,1233.2906366
W_12580,car,route_1,1239.3854916
W_12649,car,route_1,1249.7779154
W_12650,car,route_1,1249.9248244
W_12725,motorcycle,route_2,1259.1522581
W_12743,motorcycle,route_2,1263.1019296
W_12746,motorcycle,route_2,1263.2482472
W_12753,car,route_0,1264.4186465999999
W_12761,truck,route_0,1265.4420077
W_12781,car,route_2,1268.3705771
W_12783,car,route_0,1268.8868501
W_12784,car,route_2,1268.886885
W_12877,car,route_0,1276.8761352
W_12890,car,route_1,1278.7162429999998
W_12905,car,route_0,1279.6721848
W_12907,car,route_0,1279.81838
W_12914,car,route_0,1280.3335353
W_12916,car,route_0,1280.4828323
W_12949,car,route_0,1283.7889973
W_12957,car,route_0,1284.8121864
W_12960,car,route_0,1284.9582424999999
W_12961,car,route_0,1285.3272179
W_12973,car,route_0,1286.7148583
W_12976,car,route_0,1287.0826299999999
W_12980,car,route_0,1287.3041689
W_12997,car,route_0,1288.9285175
W_12912,car,route_2,1290.2491189
W_13019,car,route_0,1290.4679108999999
W_13021,car,route_0,1290.6153858999999
W_12962,car,route_2,1294.8034633
W_13059,car,route_0,1295.0228753
W_13060,car,route_0,1295.1699019999999
W_13063,car,route_0,1295.6096264999999
W_13067,car,route_0,1296.1220802999999
W_13073,car,route_1,1296.4936667
W_13074,car,route_0,1296.493682
W_13075,car,route_0,1296.7879825
W_13077,car,route_1,1296.9342734
W_13079,car,route_0,1297.2314724999999
W_13087,car,route_0,1298.1888645
W_13088,car,route_0,1298.4128275
W_13093,car,route_0,1298.7801600999999
W_13095,car,route_0,1299.0000854
W_13109,car,route_0,1300.0284159999999
W_13128,car,route_0,1301.4292906
W_13153,car,route_0,1304.2187115
W_13155,car,route_0,1304.3667626
W_13175,car,route_0,1305.3271518
W_13177,car,route_0,1305.6973721
W_13182,car,route_0,1306.0660169999999
W_13185,car,route_0,1306.2119742
W_13196,car,route_0,1307.3829633
W_13199,car,route_0,1307.5326367
W_13275,car,route_0,1313.9883281999998
W_13288,motorcycle,route_2,1315.6714857
W_13301,car,route_0,1316.4835848999999
W_13334,car,route_0,1319.1936962
W_13340,car,route_0,1319.6359129999998
W_13390,car,route_0,1323.2414781999998
W_13249,car,route_2,1325.1556779999999
W_13414,car,route_0,1327.0006753999999
W_13369,car,route_2,1335.7041302999999
W_13579,car,route_0,1342.830941
W_13496,car,route_2,1346.1305991
W_13631,car,route_1,1350.0226734999999
W_13568,car,route_2,1355.517574
W_13429,car,route_0,1362.196328
W_13778,car,route_0,1369.035912
W_13928,car,route_0,1370.5732957999999
W_13930,car,route_0,1370.7198684
W_13939,car,route_0,1371.1586517
W_13914,car,route_0,1371.3057259
W_13944,car,route_0,1374.8944681
W_13968,car,route_2,1375.6282741999999
W_14089,motorcycle,route_1,1378.7943410999999
W_14048,car,route_0,1379.4525709
W_14118,car,route_0,1379.672429
W_14132,car,route_0,1380.0405523
W_13979,car,route_1,1380.6294343
W_14126,car,route_0,1384.1071976
W_14184,car,route_0,1387.7854264
W_14350,car,route_0,1391.0243298
W_14282,car,route_1,1392.3424152999999
W_14368,truck,route_0,1392.5602574
W_14385,car,route_0,1393.2933965
W_14406,bus,route_0,1394.385653
W_14467,bus,route_0,1401.2439963
W_14544,truck,route_2,1404.0168518
