N_Name,Class,Direction,Time
N_7294,car,route_10,464.28074419999996
N_7315,car,route_9,465.1384225
N_7325,motorcycle,route_9,465.6088959
N_7252,truck,route_11,466.0806579
N_7211,car,route_10,467.3095552
N_7363,motorcycle,route_11,467.30960039999997
N_7385,car,route_10,468.14289909999997
N_7387,car,route_10,468.3663823
N_7413,car,route_10,469.1128999
N_7420,car,route_10,469.2659132
N_7425,car,route_10,469.4172645
N_7418,car,route_10,469.4942958
N_7446,car,route_10,470.8434273
N_7497,car,route_10,471.97576349999997
N_7504,motorcycle,route_10,472.1255288
N_7340,car,route_9,472.27572879999997
N_7530,motorcycle,route_9,472.9542136
N_7542,motorcycle,route_10,473.10246129999996
N_7548,motorcycle,route_10,473.40254649999997
N_7573,motorcycle,route_10,474.07696419999996
N_7581,motorcycle,route_11,474.2263349
N_7353,car,route_9,475.3483599
N_7501,car,route_10,476.3293748
N_7670,motorcycle,route_11,476.7814034
N_7703,motorcycle,route_9,477.75492479999997
N_7729,car,route_10,478.432017
N_7748,car,route_10,479.1084318
N_7756,motorcycle,route_10,479.4832912
N_7653,car,route_9,481.1453482
N_7794,motorcycle,route_9,481.2202431
N_7833,motorcycle,route_10,482.05318969999996
N_7842,motorcycle,route_10,482.3530851
N_7800,car,route_9,483.78365809999997
N_7605,bus,route_10,483.858385
N_7889,motorcycle,route_9,483.8584405
N_7540,truck,route_10,485.8036712
N_7901,truck,route_9,486.70643579999995
N_7989,car,route_10,488.2022717
N_7990,car,route_9,488.20228249999997
N_8042,car,route_10,489.4009441
N_8049,car,route_10,489.6262506
N_8062,car,route_10,489.9266609
N_8022,car,route_9,490.82545539999995
N_8127,motorcycle,route_11,491.87052559999995
N_8120,car,route_10,491.9449873
N_8140,car,route_10,492.31526979999995
N_8115,car,route_10,492.7641134
N_8092,car,route_10,492.8384453
N_8146,car,route_10,492.9861916
N_8155,motorcycle,route_9,493.2094941
N_8151,car,route_10,493.432233
N_8016,car,route_9,493.72951159999997
N_8197,car,route_10,495.078219
N_8202,car,route_10,496.1230154
N_8224,car,route_10,496.19716289999997
N_8143,car,route_9,496.27096919999997
N_8102,car,route_10,496.42194709999995
N_8234,car,route_10,498.14174729999996
N_8274,motorcycle,route_9,498.14176979999996
N_8330,car,route_10,500.02272919999996
N_8340,car,route_10,500.3233896
N_8189,truck,route_10,501.23096469999996
N_8354,motorcycle,route_9,501.2309869
N_8281,car,route_9,501.6072959
N_8314,car,route_10,504.15480069999995
N_8408,car,route_10,504.7516874
N_8556,motorcycle,route_9,509.9024861
N_8564,motorcycle,route_9,510.051033
N_8420,bus,route_10,510.3476827
N_8455,car,route_10,510.7970016
N_8596,motorcycle,route_9,511.5418607
N_8611,motorcycle,route_11,512.4381324000001
N_8615,motorcycle,route_10,512.6650212000001
N_8609,car,route_10,512.8911996
N_8573,car,route_10,513.7903035
N_8640,car,route_9,513.9412985
N_8645,car,route_10,514.1658926
N_8679,car,route_9,516.1029060000001
N_8686,truck,route_10,516.8459414
N_8587,car,route_9,516.9201179
N_8713,car,route_10,518.7175264
N_8643,car,route_10,519.1649008
N_8752,car,route_10,519.4649440000001
N_8753,car,route_10,519.5391568
N_8756,car,route_10,519.6134689
N_8759,motorcycle,route_9,519.6886868
N_8761,car,route_10,519.6887138000001
N_8764,car,route_10,519.8373688
N_8768,car,route_10,519.9857775
N_8775,motorcycle,route_9,520.2832905
N_8788,car,route_10,520.8822923
N_8825,car,route_10,522.2264158
N_8649,car,route_9,522.3759172
N_8780,car,route_10,522.6005547000001
N_8879,car,route_9,523.4981741
N_8888,car,route_9,523.6463176000001
N_8894,motorcycle,route_9,523.7955098
N_8902,car,route_10,524.1733905
N_8895,car,route_10,525.0001322
N_8848,car,route_10,525.1489598000001
N_8811,car,route_9,525.3773684
N_8968,truck,route_10,526.0478779
N_9012,car,route_9,527.9181012
N_9024,motorcycle,route_10,528.8154511
N_9047,motorcycle,route_10,529.0388454
N_9049,car,route_10,529.1156927000001
N_9052,motorcycle,route_10,529.1898078
N_9057,car,route_11,529.4123341000001
N_9059,motorcycle,route_10,529.5600889
N_9068,motorcycle,route_10,529.8603649
N_9053,motorcycle,route_10,530.6049878
N_9123,motorcycle,route_9,531.1986745
N_9042,car,route_10,531.4965239
N_9144,motorcycle,route_10,532.3212492
N_9148,motorcycle,route_10,532.6202111
N_9150,car,route_10,532.7690813
N_9159,motorcycle,route_9,533.1437765000001
N_9030,car,route_11,534.8537493
N_9092,car,route_10,534.9279238
N_9207,motorcycle,route_10,534.927983
N_9214,motorcycle,route_9,536.1158175
N_9233,motorcycle,route_9,536.3414596
N_9168,car,route_10,537.6842978000001
N_9274,motorcycle,route_11,539.3305275
N_9275,motorcycle,route_9,539.3305465000001
N_9245,truck,route_10,540.0108647000001
N_9226,car,route_10,540.5322249000001
N_9334,motorcycle,route_11,541.7238189000001
N_9343,motorcycle,route_9,542.0229483
N_9354,motorcycle,route_9,543.1393553
N_9371,motorcycle,route_11,543.2868333
N_9374,motorcycle,route_11,543.4359656
N_9380,motorcycle,route_9,544.4758265
N_9289,car,route_10,545.1444451
N_9360,car,route_10,547.815998
N_9460,motorcycle,route_9,549.0803265000001
N_9420,car,route_10,552.1121271000001
N_9499,car,route_10,552.635991
N_9314,car,route_9,554.4180584000001
N_9538,bus,route_10,555.0898082
N_9568,motorcycle,route_11,556.3601744
N_9576,motorcycle,route_10,556.6575372
N_9584,car,route_10,556.9535028
N_9630,motorcycle,route_11,559.1083988
N_9638,motorcycle,route_9,559.8531332
N_9654,motorcycle,route_9,561.1184804000001
N_9664,motorcycle,route_9,561.1185375
N_9543,bus,route_10,561.3421086000001
N_9669,motorcycle,route_9,561.4182833
N_9688,motorcycle,route_9,563.2886447000001
N_9523,car,route_9,563.3624382
N_9693,motorcycle,route_9,563.5863941
N_9618,car,route_10,564.9428176
N_9724,motorcycle,route_9,565.9148969
N_9578,truck,route_9,567.9396334
N_9668,car,route_10,571.3175335000001
N_9805,motorcycle,route_9,573.8592644
N_9833,motorcycle,route_9,574.0109550000001
N_9836,motorcycle,route_9,574.3082755
N_9904,motorcycle,route_10,581.1904357000001
N_9956,motorcycle,route_9,585.1714920000001
N_9966,motorcycle,route_11,585.6652063
N_9969,motorcycle,route_11,585.8283975
N_9970,motorcycle,route_9,586.6476962
N_9929,car,route_11,588.2954949
N_10018,motorcycle,route_9,590.6242719
N_10068,car,route_10,594.1346878
N_10086,car,route_10,594.5843415
N_10088,motorcycle,route_9,594.6586379
N_10118,motorcycle,route_9,595.260969
N_10123,motorcycle,route_9,595.4842081
N_10077,car,route_9,597.6558545
N_10172,car,route_9,600.1378418
N_10263,car,route_9,606.9731584
N_10256,bus,route_10,608.0193583
N_10277,car,route_10,608.1683367
N_10279,car,route_10,608.3166526
N_10004,car,route_9,608.3948291
N_10281,car,route_10,608.5471772000001
N_10322,car,route_9,610.4985585000001
N_10335,car,route_9,610.872794
N_10333,car,route_10,610.8728207
N_10341,car,route_10,611.4005163
N_10377,car,route_9,612.6008114
N_10390,car,route_9,612.9781484
N_10385,car,route_10,613.1285665
N_10392,car,route_9,613.128597
N_10400,car,route_9,613.4285023
N_10309,truck,route_11,613.5785532
N_10403,car,route_9,613.5786214000001
N_10408,car,route_9,613.8808527
N_10415,car,route_10,614.0319436000001
N_10435,car,route_10,615.1629665
N_10440,car,route_9,615.2387181
N_10447,car,route_10,615.3878311000001
N_10459,car,route_9,615.6855658000001
N_10469,car,route_9,615.9087568
N_10481,car,route_9,616.3579953000001
N_10493,car,route_9,616.658329
N_10510,car,route_9,617.63214
N_10526,car,route_9,618.0061790000001
N_10532,car,route_9,618.3043151
N_10541,car,route_9,618.7540690000001
N_10568,car,route_9,620.3192413
N_10586,car,route_9,621.4432380000001
N_10567,car,route_10,621.5180173
N_10599,car,route_9,621.9718995000001
N_10614,car,route_9,622.4999449000001
N_10626,car,route_9,623.0223243
N_10628,car,route_9,623.172945
N_10634,car,route_10,623.2498705
N_10640,car,route_9,623.5509952
N_10646,truck,route_11,623.7757124000001
N_10651,car,route_10,623.8517776
N_10656,truck,route_11,624.302084
N_10664,car,route_9,624.5256448
N_10677,car,route_9,625.3555843
N_10684,car,route_9,625.9529045
N_10676,car,route_10,626.0272903
N_10690,car,route_9,626.3279414
N_10694,car,route_9,626.5530617000001
N_10708,car,route_9,627.8192084
N_10719,car,route_9,628.7852745
N_10724,car,route_9,629.0088703
N_10729,car,route_9,629.2463786000001
N_10755,car,route_9,630.960335
N_10765,car,route_9,631.2609108
N_10820,car,route_9,634.1154621000001
N_10843,car,route_9,635.309515
N_10847,car,route_9,635.6105239000001
N_10849,car,route_9,635.7615565
N_10858,car,route_9,636.4372211
N_10860,car,route_9,636.8885221
N_10863,car,route_9,637.1897561000001
N_10866,car,route_9,637.3397180000001
N_10871,car,route_9,637.4893716
N_10870,car,route_11,637.5633232
N_10873,car,route_9,637.7127851
N_10885,car,route_9,638.6871451000001
N_10886,car,route_9,639.0615735
N_10897,car,route_9,639.6649541
N_10913,car,route_9,640.7123159
N_10919,car,route_9,641.3135491
N_10926,car,route_9,641.9153267
N_10930,car,route_9,642.2129303
N_10932,car,route_9,642.3614719000001
N_10936,car,route_9,642.8160504
N_10959,car,route_9,644.9184789000001
N_10981,car,route_9,648.1516085000001
N_10984,car,route_9,648.6744443
N_11072,car,route_9,659.3277196
N_11227,car,route_10,676.633784
N_11238,car,route_10,677.0099268
N_11264,car,route_10,679.6396686
N_11330,car,route_10,684.5842153
N_11362,car,route_9,686.9904589
N_11373,car,route_9,687.6673415
N_11377,car,route_9,687.8181176
N_11386,car,route_9,688.1954521
N_11381,car,route_11,688.1954682
N_11388,car,route_9,688.3448201
N_11393,car,route_9,688.952183
N_11395,truck,route_11,689.179222
N_11403,car,route_9,689.6271517
N_11408,truck,route_11,689.7022557
N_11411,car,route_9,689.8522755
N_11415,car,route_9,690.1522503
N_11419,car,route_9,690.5273538
N_11434,car,route_10,691.4277581
N_11437,car,route_10,691.6544226000001
N_11446,car,route_9,692.4046007000001
N_11452,car,route_9,692.8569637
N_11454,car,route_9,693.0080967
N_11460,car,route_9,693.3070039
N_11466,car,route_9,693.4607222000001
N_11472,car,route_9,693.7588843000001
N_11475,car,route_9,693.9074507
N_11493,car,route_9,695.2617551000001
N_11505,car,route_9,696.0070633
N_11547,car,route_9,699.1630323
N_11631,car,route_9,704.6508156
N_11641,car,route_9,705.1038662000001
N_11664,car,route_9,706.0110332
N_11609,truck,route_11,706.6897203000001
N_11714,car,route_9,710.0799765
N_11717,car,route_9,710.2298455
N_11723,car,route_9,710.3797997
N_11730,car,route_9,710.6792226
N_11765,car,route_9,713.7528259000001
N_11794,car,route_9,716.1556894
N_11841,car,route_9,719.4659698
N_11847,car,route_9,719.9195135
N_11857,car,route_9,720.2922342
N_11871,car,route_9,721.1909627
N_11874,car,route_9,721.4156989
N_11879,car,route_9,721.7147092
N_11950,car,route_10,729.3707165000001
N_11978,car,route_9,731.0295028
N_11985,car,route_10,731.4032986000001
N_11987,car,route_9,731.4785939000001
N_11996,car,route_10,731.8520434000001
N_12043,car,route_9,735.1567003
N_12045,car,route_9,735.3066646000001
N_12062,car,route_9,736.9623341
N_12066,car,route_10,737.0367316
N_12065,car,route_11,737.5589415000001
N_12080,car,route_9,737.93512
N_12084,car,route_9,738.3105283
N_12090,car,route_9,739.0573427
N_12096,car,route_9,739.5799265
N_12098,car,route_9,739.80952
N_12133,car,route_9,743.7686075
N_12135,car,route_9,744.068202
N_12138,car,route_10,744.2169528000001
N_12140,car,route_9,744.4393417
N_12145,car,route_9,744.737248
N_12160,car,route_9,746.896036
N_12162,car,route_9,747.0449918
N_12165,car,route_9,747.3397554000001
N_12187,car,route_10,749.2021299
N_12201,car,route_9,750.6254823
N_12207,car,route_10,750.8486281
N_12209,car,route_9,750.9229745
N_12228,car,route_9,751.669202
N_12227,car,route_11,751.7427324
N_12226,car,route_10,752.6423633
N_12246,car,route_10,753.2432111
N_12255,car,route_9,753.9148092
N_12254,car,route_10,753.989278
N_12259,car,route_10,754.2860167
N_12301,car,route_9,757.5774488000001
N_12313,car,route_9,758.6926540000001
N_12367,car,route_9,763.4037178
N_12372,car,route_10,763.6271668
N_12380,car,route_10,764.3755424000001
N_12389,car,route_9,764.9697162
N_12399,car,route_9,765.567118
N_12405,car,route_9,765.9369457
N_12406,car,route_9,766.0859919000001
N_12428,car,route_9,767.1328288000001
N_12430,car,route_9,767.2805224
N_12435,car,route_9,767.5036648
N_12436,car,route_9,767.6528061
N_12444,car,route_9,767.9499572000001
N_12449,car,route_9,768.4749991
N_12459,car,route_9,768.8476959000001
N_12465,car,route_9,769.0721125
N_12467,car,route_9,769.2216774000001
N_12484,car,route_9,770.1275109000001
N_12491,car,route_9,770.5798706
N_12493,car,route_9,770.8748629
N_12495,car,route_9,771.1753922
N_12507,car,route_9,772.6623473000001
N_12512,car,route_9,773.0330723000001
N_12526,car,route_9,773.9971119
N_12536,car,route_9,774.9636721
N_12538,car,route_9,775.1869521
N_12540,car,route_9,775.4091468
N_12545,car,route_9,776.005077
N_12548,car,route_9,776.3790369000001
N_12555,car,route_9,776.6791392
N_12558,car,route_9,776.8272370000001
N_12560,car,route_9,776.9748455
N_12565,car,route_9,777.497303
N_12567,car,route_9,777.7954985
N_12590,car,route_9,779.3613229
N_12596,car,route_9,779.9618461
N_12597,car,route_9,780.1101964000001
N_12622,car,route_9,781.9751292000001
N_12676,car,route_9,785.2649864
N_12677,car,route_10,785.2650033
N_12681,car,route_9,785.5608962
N_12685,car,route_9,785.7087315
N_12694,car,route_10,786.1531789000001
N_12706,car,route_10,786.6761665
N_12713,car,route_10,787.270249
N_12719,car,route_9,787.570683
N_12720,car,route_10,787.6459686000001
N_12743,car,route_10,788.9898246
N_12753,car,route_10,789.4404473000001
N_12790,car,route_10,792.6455992
N_12820,car,route_9,794.9740488
N_12856,car,route_9,797.5215585000001
N_12867,car,route_11,797.8967296000001
N_12875,car,route_9,798.1205175
N_12879,car,route_9,798.4228075000001
N_12905,car,route_9,800.227752
N_12916,car,route_9,800.7571527
N_12933,car,route_9,801.8788976000001
N_12942,car,route_9,802.3269684
N_12984,car,route_9,804.5741026000001
N_12986,car,route_9,804.8005794000001
N_12996,car,route_9,805.4025868
N_12999,car,route_9,805.5513415
N_13006,car,route_9,806.0783808
N_13014,car,route_9,806.6800612000001
N_13019,car,route_9,806.9042495
N_13021,car,route_9,807.1299616
N_13026,car,route_9,807.6566397
N_13027,car,route_9,807.7301868000001
N_13036,car,route_9,808.6225587
N_12935,car,route_10,809.3701342
N_13064,car,route_9,810.6346327
N_13066,car,route_9,811.0080086
N_13067,car,route_9,811.1563174
N_13070,car,route_9,811.3799710000001
N_13100,car,route_9,812.4229303000001
N_13120,car,route_9,813.8448267
N_13126,car,route_9,814.3666322
N_13133,car,route_9,814.8154556000001
N_13142,car,route_9,815.1886142000001
N_13145,car,route_9,815.5638516
N_13150,car,route_9,815.7868675000001
N_13151,car,route_9,815.9397504
N_13157,car,route_9,816.1641497
N_13161,car,route_9,816.4613591
N_13207,car,route_9,819.0782254000001
N_13215,car,route_9,819.3780414
N_13223,car,route_9,819.8992885
N_13232,car,route_9,820.346728
N_13243,car,route_9,820.721841
N_13251,car,route_9,820.9464993
N_13255,car,route_9,821.2459493
N_13263,car,route_10,822.1476838
N_13273,car,route_9,822.1476973
N_13280,car,route_10,822.5214807
N_13292,car,route_9,823.1197874000001
N_13295,car,route_9,823.2715209
N_13300,car,route_9,823.4964396
N_13310,car,route_9,823.8721731
N_13316,car,route_9,824.0210604
N_13325,car,route_9,824.2442672000001
N_13335,car,route_9,824.6984301
N_13355,car,route_9,825.7451163000001
N_13365,car,route_9,826.2639983
N_13370,car,route_9,826.4158919
N_13378,car,route_9,827.0119936
N_13384,car,route_9,827.3855473
N_13391,car,route_9,827.6126009000001
N_13529,car,route_9,833.9752576000001
N_13545,car,route_9,834.7975181
N_13563,car,route_9,835.4722274000001
N_13598,car,route_10,836.6702104000001
N_13605,car,route_10,836.9698262
N_13613,car,route_10,837.1185857
N_13615,car,route_9,837.1935715000001
N_13648,car,route_10,838.7754161
N_13699,car,route_10,840.3490926000001
N_13764,car,route_10,842.0017287000001
N_13769,car,route_9,842.2263824
N_13771,car,route_10,842.3012117000001
N_13782,car,route_10,842.5282402
N_13794,car,route_10,842.9003473
N_13801,motorcycle,route_10,843.4238455000001
N_13812,car,route_10,843.6507606
N_13551,car,route_9,848.4460542
N_13844,car,route_10,848.8193339000001
N_13951,car,route_10,848.9713779
N_13988,car,route_10,849.6457337
N_13995,car,route_10,849.7968438
N_12973,car,route_10,850.7081169
N_14090,car,route_9,854.0794653
N_14145,car,route_9,855.5095570000001
N_14174,car,route_10,856.4105065
N_14201,car,route_10,857.6890382
N_14224,car,route_10,858.287363
N_14181,car,route_9,859.5654848
N_14280,motorcycle,route_9,860.7697237
N_14246,car,route_10,861.2184866
N_13992,car,route_10,862.4211594000001
N_14220,car,route_10,862.4212009
N_14330,car,route_10,862.6472999
N_14328,car,route_10,862.7216509
N_14307,car,route_9,863.0231864
N_14340,car,route_10,863.0232269
N_14352,car,route_10,863.3233676
N_14449,car,route_10,866.3964698000001
N_14480,car,route_10,867.1467564000001
N_14143,car,route_9,868.3514015000001
N_14289,car,route_10,869.8646488
